,height_x,weight_x,collegeName,Full Name,Team,Position,yearsPro,overall_rating,teamId,nflId,age
991,5-7,173,Wake Forest,Greg Dortch,Cardinals,WR,4.0,68.0,7.0,48646,24.0
992,6-1,195,Boston College,Jeff Smith,Jets,WR,3.0,68.0,18.0,48657,25.0
993,6-1,299,Chattanooga,Isaiah Mack,Ravens,DT,3.0,64.0,25.0,48669,26.0
994,5-10,194,Bryant,Tom Kennedy,Lions,WR,4.0,66.0,19.0,48680,26.0
996,6-3,237,Princeton,Jesper Horsted,Raiders,TE,3.0,61.0,23.0,48700,25.0
997,5-11,215,Kutztown,Craig Reynolds,Lions,HB,4.0,66.0,19.0,48707,26.0
998,6-3,261,Iowa,Parker Hesse,Falcons,TE,2.0,52.0,14.0,48723,27.0
999,6-6,260,Missouri,Kendall Blanton,Rams,TE,3.0,60.0,24.0,48766,26.0
1000,6-2,285,Cincinnati,Marquise Copeland,Rams,RE,3.0,61.0,24.0,48770,25.0
1001,6-1,212,Iowa,Jake Gervase,Rams,MLB,3.0,60.0,24.0,48772,26.0
1002,6-3,245,Delaware,Troy Reeder,Chargers,MLB,3.0,67.0,8.0,48780,27.0
1003,6-6,319,Middle Tennessee,Chandler Brewer,Rams,RG,3.0,57.0,24.0,48786,25.0
1004,6-0,190,Bemidji State,Gunner Olszewski,Steelers,WR,3.0,67.0,29.0,48988,25.0
1005,5-11,190,Washington State,Jalen Thompson,Cardinals,FS,3.0,79.0,7.0,49410,24.0
1007,6-4,216,Louisiana State,Joe Burrow,Bengals,QB,2.0,90.0,2.0,52409,25.0
1008,6-1,200,Ohio State,Jeff Okudah,Lions,CB,2.0,73.0,19.0,52411,23.0
1009,6-5,326,Georgia,Andrew Thomas,Giants,LT,2.0,76.0,16.0,52412,23.0
1010,6-1,218,Alabama,Tua Tagovailoa,Dolphins,QB,2.0,75.0,12.0,52413,24.0
1011,6-6,237,Oregon,Justin Herbert,Chargers,QB,2.0,88.0,8.0,52414,24.0
1012,6-5,318,Auburn,Derrick Brown,Panthers,DT,2.0,81.0,21.0,52415,24.0
1013,6-3,225,Clemson,Isaiah Simmons,Cardinals,MLB,2.0,78.0,7.0,52416,24.0
1014,6-1,191,Florida,C.J. Henderson,Panthers,CB,2.0,75.0,21.0,52417,23.0
1016,6-5,322,Iowa,Tristan Wirfs,Buccaneers,RT,2.0,91.0,6.0,52421,23.0
1017,6-6,310,South Carolina,Javon Kinlaw,49ers,DT,2.0,75.0,15.0,52422,24.0
1018,6-1,192,Alabama,Jerry Jeudy,Broncos,WR,2.0,82.0,4.0,52423,23.0
1020,6-2,189,Oklahoma,CeeDee Lamb,Cowboys,WR,2.0,85.0,11.0,52425,23.0
1021,6-6,310,Southern California,Austin Jackson,Dolphins,LT,2.0,67.0,12.0,52426,23.0
1022,6-4,250,Louisiana State,K'Lavon Chaisson,Jaguars,LOLB,2.0,72.0,17.0,52428,23.0
1023,5-11,195,Texas Christian,Jalen Reagor,Eagles,WR,2.0,74.0,13.0,52429,23.0
1024,6-3,192,Louisiana State,Justin Jefferson,Vikings,WR,2.0,93.0,31.0,52430,23.0
1026,6-3,319,Michigan,Cesar Ruiz,Saints,RG,2.0,72.0,27.0,52432,23.0
1027,6-1,206,Arizona State,Brandon Aiyuk,49ers,WR,2.0,81.0,15.0,52433,24.0
1028,6-4,220,Utah State,Jordan Love,Packers,QB,2.0,66.0,20.0,52434,23.0
1029,6-1,245,Texas Tech,Jordyn Brooks,Seahawks,MLB,2.0,82.0,28.0,52435,24.0
1030,6-1,227,Louisiana State,Patrick Queen,Ravens,MLB,2.0,75.0,25.0,52436,23.0
1031,5-11,196,Auburn,Noah Igbinoghene,Dolphins,CB,2.0,72.0,12.0,52438,22.0
1032,5-8,209,Louisiana State,Clyde Edwards-Helaire,Chiefs,HB,2.0,79.0,9.0,52440,23.0
1033,6-4,210,Clemson,Tee Higgins,Bengals,WR,2.0,83.0,2.0,52441,23.0
1035,5-10,211,Georgia,D'Andre Swift,Lions,HB,2.0,80.0,19.0,52443,23.0
1036,6-1,197,Alabama,Xavier McKinney,Giants,FS,2.0,81.0,16.0,52444,24.0
1037,6-2,216,Lenoir-Rhyne,Kyle Dugger,Patriots,SS,2.0,82.0,22.0,52445,26.0
1038,6-5,264,Penn State,Yetur Gross-Matos,Panthers,RE,2.0,73.0,21.0,52446,24.0
1039,6-5,322,Louisiana-Lafayette,Robert Hunt,Dolphins,RG,2.0,74.0,12.0,52447,26.0
1040,6-4,305,Texas Christian,Ross Blacklock,Texans,DT,2.0,69.0,32.0,52448,24.0
1041,5-11,221,Wisconsin,Jonathan Taylor,Colts,HB,2.0,95.0,10.0,52449,23.0
1043,6-6,258,Notre Dame,Cole Kmet,Bears,TE,2.0,75.0,1.0,52451,23.0
1044,6-3,203,Louisiana State,Grant Delpit,Browns,SS,2.0,76.0,5.0,52452,23.0
1046,5-9,176,Penn State,K.J. Hamler,Broncos,WR,2.0,75.0,4.0,52454,23.0
1047,6-3,253,Tennessee,Darrell Taylor,Seahawks,ROLB,2.0,73.0,28.0,52456,25.0
1048,6-4,227,Notre Dame,Chase Claypool,Steelers,WR,2.0,78.0,29.0,52457,24.0
1049,6-0,195,Utah,Jaylon Johnson,Bears,CB,2.0,82.0,1.0,52458,23.0
1050,6-2,207,Alabama,Trevon Diggs,Cowboys,CB,2.0,84.0,11.0,52459,24.0
1051,5-11,212,Florida State,Cam Akers,Rams,HB,2.0,83.0,24.0,52460,23.0
1052,6-2,218,Oklahoma,Jalen Hurts,Eagles,QB,2.0,74.0,13.0,52461,24.0
1053,6-5,280,Iowa,A.J. Epenesa,Bills,RE,2.0,72.0,3.0,52462,23.0
1054,5-10,214,Ohio State,J.K. Dobbins,Ravens,HB,2.0,81.0,25.0,52463,23.0
1055,6-7,310,Alabama,Raekwon Davis,Dolphins,DT,2.0,71.0,12.0,52464,25.0
1056,6-2,197,Florida,Van Jefferson,Rams,WR,2.0,78.0,24.0,52465,26.0
1057,6-6,310,Boise State,Ezra Cleveland,Vikings,LG,2.0,73.0,31.0,52466,24.0
1058,6-3,208,Baylor,Denzel Mims,Jets,WR,2.0,71.0,18.0,52467,24.0
1059,6-2,250,Michigan,Josh Uche,Patriots,ROLB,2.0,74.0,22.0,52468,23.0
1060,6-0,200,Louisiana State,Kristian Fulton,Titans,CB,2.0,77.0,30.0,52469,23.0
1061,6-1,250,Boston College,A.J. Dillon,Packers,HB,2.0,80.0,20.0,52470,24.0
1062,6-2,235,Mississippi State,Willie Gay,Chiefs,ROLB,2.0,69.0,9.0,52471,24.0
1063,6-3,212,Southern Illinois,Jeremy Chinn,Panthers,SS,2.0,82.0,21.0,52472,24.0
1064,6-2,250,Wyoming,Logan Wilson,Bengals,ROLB,2.0,83.0,2.0,52473,26.0
1065,6-2,221,Memphis,Antonio Gibson,Commanders,HB,2.0,80.0,26.0,52474,24.0
1066,6-5,241,Notre Dame,Julian Okwara,Lions,ROLB,2.0,70.0,19.0,52475,24.0
1067,6-1,200,California,Ashtyn Davis,Jets,FS,2.0,74.0,18.0,52476,25.0
1068,6-3,332,Louisiana State,Damien Lewis,Seahawks,LG,2.0,72.0,28.0,52477,25.0
1069,6-0,205,Texas,Brandon Jones,Dolphins,SS,2.0,72.0,12.0,52478,24.0
1070,6-3,300,Texas A&amp;M,Justin Madubuike,Ravens,RE,2.0,75.0,25.0,52479,24.0
1071,6-7,310,Houston,Josh Jones,Seahawks,FS,5.0,69.0,28.0,52480,27.0
1072,6-7,310,Houston,Josh Jones,Cardinals,RT,2.0,68.0,7.0,52480,25.0
1074,6-3,235,Wisconsin,Zack Baun,Saints,ROLB,2.0,68.0,27.0,52482,25.0
1075,6-4,305,Ohio State,Jonah Jackson,Lions,LG,2.0,74.0,19.0,52483,25.0
1076,5-10,215,Vanderbilt,Ke'Shawn Vaughn,Buccaneers,HB,2.0,71.0,6.0,52484,25.0
1077,6-1,200,Iowa,Michael Ojemudia,Broncos,CB,2.0,74.0,4.0,52485,24.0
1078,6-4,290,Temple,Matt Hennessy,Falcons,C,2.0,73.0,14.0,52486,24.0
1080,6-3,215,South Carolina,Bryan Edwards,Falcons,WR,2.0,77.0,14.0,52489,23.0
1081,6-2,302,Oklahoma,Neville Gallimore,Cowboys,DT,2.0,72.0,11.0,52490,25.0
1083,6-5,252,Alabama,Terrell Lewis,Rams,ROLB,2.0,69.0,24.0,52492,24.0
1084,6-1,204,Utah,Julian Blackmon,Colts,FS,2.0,76.0,10.0,52493,24.0
1085,5-10,215,Utah,Zack Moss,Bills,HB,2.0,72.0,3.0,52494,24.0
1086,6-3,259,Alabama,Anfernee Jennings,Patriots,ROLB,2.0,67.0,22.0,52495,25.0
1087,6-4,315,Missouri,Jordan Elliott,Browns,DT,2.0,68.0,5.0,52496,24.0
1088,6-2,185,Mississippi State,Cameron Dantzler,Vikings,CB,2.0,74.0,31.0,52497,23.0
1089,6-3,259,Florida,Jonathan Greenard,Texans,RE,2.0,77.0,32.0,52498,25.0
1090,6-3,260,UCLA,Devin Asiasi,Patriots,TE,2.0,65.0,22.0,52499,25.0
1091,5-11,210,Texas,Devin Duvernay,Ravens,WR,2.0,73.0,25.0,52500,24.0
1092,6-3,240,Cincinnati,Josiah Deguara,Packers,TE,2.0,68.0,20.0,52502,25.0
1093,6-4,233,Louisiana State,Jacob Phillips,Browns,MLB,2.0,67.0,5.0,52505,23.0
1094,6-3,245,Ohio State,Malik Harrison,Ravens,MLB,2.0,72.0,25.0,52506,24.0
1095,6-4,242,North Carolina-Charlotte,Alex Highsmith,Steelers,ROLB,2.0,75.0,29.0,52510,25.0
1096,6-0,198,Utah,Terrell Burgess,Rams,SS,2.0,74.0,24.0,52512,23.0
1097,6-6,253,Dayton,Adam Trautman,Saints,TE,2.0,72.0,27.0,52513,25.0
1098,6-5,345,Mississippi State,Tyre Phillips,Ravens,LG,2.0,69.0,25.0,52514,25.0
1099,6-2,215,Appalachian State,Akeem Davis-Gaither,Bengals,ROLB,2.0,72.0,2.0,52515,24.0
1100,6-4,295,Louisiana State,Saahdiq Charles,Commanders,LG,2.0,63.0,26.0,52516,23.0
1101,6-4,330,Clemson,John Simpson,Raiders,LG,2.0,69.0,23.0,52517,25.0
1102,5-10,198,UCLA,Darnay Holmes,Giants,CB,2.0,73.0,16.0,52518,24.0
1103,5-11,219,UCLA,Joshua Kelley,Chargers,HB,2.0,70.0,8.0,52520,24.0
1104,6-5,335,Utah,Leki Fotu,Cardinals,DT,2.0,68.0,7.0,52522,24.0
1105,6-5,240,Florida Atlantic,Harrison Bryant,Browns,TE,2.0,69.0,5.0,52523,24.0
1106,6-6,305,"St. John's, Minn.",Ben Bartch,Jaguars,LG,2.0,68.0,17.0,52524,24.0
1107,6-5,260,South Carolina,D.J. Wonnum,Vikings,LOLB,2.0,71.0,31.0,52525,24.0
1108,6-5,255,Missouri,Albert Okwuegbunam,Broncos,TE,2.0,74.0,4.0,52526,24.0
1109,6-3,219,Fresno State,Mykal Walker,Falcons,MLB,2.0,68.0,14.0,52527,25.0
1110,6-6,320,Kentucky,Logan Stenberg,Lions,LG,2.0,62.0,19.0,52529,25.0
1111,6-6,227,Washington,Jacob Eason,Seahawks,QB,2.0,62.0,28.0,52530,24.0
1112,6-8,315,North Carolina,Charlie Heck,Texans,LT,2.0,64.0,32.0,52534,25.0
1113,5-11,208,Clemson,K'Von Wallace,Eagles,FS,2.0,71.0,13.0,52535,25.0
1115,6-4,295,Baylor,James Lynch,Vikings,DT,2.0,66.0,31.0,52538,23.0
1116,6-2,308,Louisiana State,Rashard Lawrence,Cardinals,DT,2.0,65.0,7.0,52539,23.0
1117,6-4,225,Oregon,Troy Dye,Vikings,MLB,2.0,67.0,31.0,52540,25.0
1118,6-7,251,Stanford,Colby Parkinson,Seahawks,TE,2.0,65.0,28.0,52541,23.0
1119,6-2,210,California,Jaylinn Hawkins,Falcons,SS,2.0,69.0,14.0,52542,25.0
1120,6-4,321,Louisiana-Lafayette,Kevin Dotson,Steelers,LG,2.0,73.0,29.0,52543,25.0
1121,6-5,245,Purdue,Brycen Hopkins,Rams,TE,2.0,64.0,24.0,52544,25.0
1122,5-10,175,Michigan State,Josiah Scott,Eagles,CB,2.0,69.0,13.0,52545,23.0
1123,6-1,193,Louisiana Tech,L'Jarius Sneed,Chiefs,CB,2.0,81.0,9.0,52546,25.0
1124,5-9,183,Louisiana Tech,Amik Robertson,Raiders,CB,2.0,67.0,23.0,52547,24.0
1125,6-4,325,Michigan,Ben Bredeson,Giants,RG,2.0,65.0,16.0,52551,24.0
1126,5-10,214,Miami,DeeJay Dallas,Seahawks,HB,2.0,66.0,28.0,52552,23.0
1127,6-5,296,Auburn,Jack Driscoll,Eagles,RT,2.0,67.0,13.0,52553,25.0
1128,6-3,320,Wisconsin,Tyler Biadasz,Cowboys,C,2.0,71.0,11.0,52554,24.0
1129,6-4,300,Ball State,Danny Pinter,Colts,RG,2.0,65.0,10.0,52557,26.0
1130,6-7,324,West Virginia,Colton McKivitz,49ers,RG,2.0,61.0,15.0,52561,26.0
1131,6-4,268,Tulsa,Trevis Gipson,Bears,LE,2.0,75.0,1.0,52563,25.0
1132,6-1,201,Virginia,Bryce Hall,Jets,CB,2.0,79.0,18.0,52566,24.0
1133,6-2,205,Minnesota,Tyler Johnson,Buccaneers,WR,2.0,73.0,6.0,52569,24.0
1134,6-0,220,Michigan,Khaleke Hudson,Commanders,MLB,2.0,67.0,26.0,52570,24.0
1135,5-11,190,Georgia Southern,Kindle Vildor,Bears,CB,2.0,67.0,1.0,52571,24.0
1136,6-1,205,Wisconsin,Quintez Cephus,Lions,WR,2.0,73.0,19.0,52574,24.0
1138,5-11,172,Tulane,Darnell Mooney,Bears,WR,2.0,79.0,1.0,52581,24.0
1139,6-3,291,North Carolina State,Larrell Murchison,Titans,LE,2.0,64.0,30.0,52582,25.0
1140,6-0,200,Miami,K.J. Osborn,Vikings,WR,2.0,73.0,31.0,52584,25.0
1142,6-5,300,Kansas,Hakeem Adeniji,Bengals,LG,2.0,63.0,2.0,52588,24.0
1144,6-1,333,Baylor,Bravvion Roy,Panthers,DT,2.0,64.0,21.0,52592,25.0
1145,5-11,202,Notre Dame,Alohi Gilman,Chargers,SS,2.0,69.0,8.0,52594,24.0
1146,6-2,208,Michigan,Donovan Peoples-Jones,Browns,WR,2.0,74.0,5.0,52595,23.0
1147,6-5,245,Georgia,Charlie Woerner,49ers,TE,2.0,66.0,15.0,52598,24.0
1148,6-5,321,Michigan,Jon Runyan,Packers,LG,2.0,72.0,20.0,52600,25.0
1149,6-5,290,Wake Forest,Justin Herron,Patriots,LT,2.0,66.0,22.0,52603,26.0
1150,6-2,205,Ohio State,Jordan Fuller,Rams,SS,2.0,78.0,24.0,52607,24.0
1151,6-2,190,Southern Mississippi,Quez Watkins,Eagles,WR,2.0,76.0,13.0,52608,24.0
1154,6-0,210,Michigan,Josh Metellus,Vikings,SS,2.0,66.0,31.0,52613,24.0
1155,6-4,250,Georgia Tech,Tyler Davis,Packers,TE,2.0,61.0,20.0,52614,25.0
1156,6-4,209,Oregon State,Isaiah Hodgins,Bills,WR,2.0,64.0,3.0,52615,23.0
1157,6-5,297,Oregon,Jake Hanson,Packers,C,2.0,59.0,20.0,52616,25.0
1158,6-7,310,Auburn,Prince Tega Wanogho,Chiefs,LT,2.0,62.0,9.0,52618,24.0
1159,5-10,170,Massachusetts,Isaiah Rodgers,Colts,CB,2.0,75.0,10.0,52619,24.0
1160,6-4,220,Washington State,Dezmon Patmon,Colts,WR,2.0,64.0,10.0,52620,24.0
1161,6-1,240,Purdue,Markus Bailey,Bengals,MLB,2.0,66.0,2.0,52623,25.0
1162,6-2,203,Arkansas,Kamren Curl,Commanders,SS,2.0,79.0,26.0,52624,23.0
1163,6-3,214,Tennessee,Jauan Jennings,49ers,WR,2.0,70.0,15.0,52625,25.0
1164,5-11,210,Iowa,Geno Stone,Ravens,SS,2.0,69.0,25.0,52627,23.0
1165,5-10,210,Arizona State,Eno Benjamin,Cardinals,HB,2.0,69.0,7.0,52630,23.0
1166,6-3,265,North Carolina State,James Smith-Williams,Commanders,RE,2.0,67.0,26.0,52637,25.0
1167,6-2,320,Nebraska,Carlos Davis,Steelers,DT,2.0,62.0,29.0,52640,26.0
1168,6-4,247,Stanford,Casey Toohill,Commanders,LE,2.0,67.0,26.0,52641,26.0
1169,5-11,185,Pittsburgh,Dane Jackson,Bills,CB,2.0,67.0,3.0,52647,25.0
1170,6-4,250,Miami,Jonathan Garvin,Packers,LOLB,2.0,64.0,20.0,52650,23.0
1171,6-0,186,Marshall,Chris Jackson,Titans,CB,2.0,69.0,30.0,52651,24.0
1173,6-5,242,Louisiana State,Stephen Sullivan,Panthers,TE,2.0,63.0,21.0,52659,25.0
1174,6-2,205,Florida,Tyrie Cleveland,Broncos,WR,2.0,62.0,4.0,52660,24.0
1175,6-5,246,North Dakota State,Derrek Tuszka,Steelers,ROLB,2.0,60.0,29.0,52662,26.0
1176,6-3,235,Georgia,Tae Crowder,Giants,MLB,2.0,69.0,16.0,52663,25.0
1177,6-3,290,Texas,Malcolm Roach,Saints,DT,2.0,66.0,27.0,52665,24.0
1178,6-5,318,Oregon,Calvin Throckmorton,Saints,RG,2.0,64.0,27.0,52666,26.0
1179,6-4,245,South Florida,Mitchell Wilcox,Bengals,TE,2.0,56.0,2.0,52673,25.0
1180,6-2,185,Florida Atlantic,James Pierre,Steelers,CB,2.0,70.0,29.0,52697,25.0
1181,6-4,250,Indiana State,Jonas Griffith,Broncos,MLB,2.0,69.0,4.0,52706,25.0
1183,6-4,199,Ohio State,Binjimen Victor,Ravens,WR,1.0,61.0,25.0,52721,25.0
1184,6-3,250,North Dakota State,Ben Ellefson,Vikings,TE,2.0,61.0,31.0,52725,26.0
1185,5-10,220,Illinois State,James Robinson,Jaguars,HB,2.0,84.0,17.0,52733,24.0
1186,6-1,329,Mississippi,Benito Jones,Dolphins,DT,2.0,59.0,12.0,52743,24.0
1187,6-2,305,Wagner,Chris Williams,Colts,DT,1.0,61.0,10.0,52759,24.0
1189,5-10,190,Wake Forest,Essang Bassey,Broncos,CB,2.0,66.0,4.0,52764,24.0
1190,6-0,195,Wake Forest,Kendall Hinton,Broncos,WR,2.0,69.0,4.0,52766,25.0
1192,6-4,255,Missouri S&amp;T,Tershawn Wharton,Chiefs,DT,2.0,71.0,9.0,52792,24.0
1194,6-4,310,Brown,Michael Hoecht,Rams,LE,2.0,65.0,24.0,52835,24.0
1195,6-2,230,South Dakota State,Christian Rozeboom,Rams,MLB,2.0,59.0,24.0,52844,25.0
1196,6-5,275,Weber State,Jonah Williams,Bengals,LT,3.0,78.0,2.0,52846,24.0
1197,6-5,275,Weber State,Jonah Williams,Rams,RE,2.0,65.0,24.0,52846,27.0
1198,6-2,285,Rice,Myles Adams,Seahawks,LE,2.0,59.0,28.0,52848,24.0
1199,5-11,211,Mississippi,Myles Hartsfield,Panthers,FS,2.0,67.0,21.0,52852,25.0
1200,6-3,240,Western Michigan,Giovanni Ricci,Panthers,FB,2.0,62.0,21.0,52858,25.0
1201,6-1,235,UCLA,Krys Barnes,Packers,MLB,2.0,73.0,20.0,52863,24.0
1204,6-0,205,Army,Elijah Riley,Jets,FS,2.0,63.0,18.0,52904,24.0
1205,6-4,246,Oregon State,Noah Togiai,Eagles,TE,2.0,60.0,13.0,52907,25.0
1206,6-4,205,Norfolk State,Bobby Price,Lions,CB,3.0,60.0,19.0,52913,24.0
1207,5-11,196,Washington,Salvon Ahmed,Dolphins,HB,2.0,69.0,12.0,52922,23.0
1209,6-5,246,Michigan,Sean McKeon,Cowboys,TE,2.0,63.0,11.0,52934,24.0
1210,6-6,310,Texas Tech,Terence Steele,Cowboys,RT,2.0,69.0,11.0,52938,25.0
1211,6-4,231,Oregon,Juwan Johnson,Saints,TE,2.0,69.0,27.0,52942,25.0
1212,5-11,185,Arizona,Jace Whittaker,Cardinals,CB,2.0,61.0,7.0,52945,27.0
1213,6-3,290,Washington,Benning Potoa'e,Buccaneers,LE,1.0,63.0,6.0,52952,25.0
1216,5-8,180,Washington,Myles Bryant,Patriots,CB,2.0,70.0,22.0,52991,24.0
1217,5-6,185,Arizona,J.J. Taylor,Patriots,HB,2.0,69.0,22.0,53000,24.0
1218,6-4,310,Rice,Nick Leverett,Buccaneers,RG,2.0,59.0,6.0,53009,25.0
1219,6-1,185,Oklahoma State,A.J. Green,Cardinals,WR,11.0,80.0,7.0,53018,34.0
1220,6-1,185,Oklahoma State,A.J. Green,Browns,CB,2.0,68.0,5.0,53018,24.0
1221,6-5,300,Florida Atlantic,Brandon Walton,Buccaneers,LT,1.0,59.0,6.0,53027,24.0
1222,6-0,215,South Carolina,Rico Dowdle,Cowboys,HB,2.0,66.0,11.0,53041,24.0
1223,6-5,220,Georgia,Lawrence Cager,Jets,WR,2.0,63.0,18.0,53047,25.0
1226,6-3,255,Memphis,Bryce Huff,Jets,RE,2.0,75.0,18.0,53053,24.0
1227,6-3,215,Nebraska,Lamar Jackson,Ravens,QB,4.0,87.0,25.0,53054,25.0
1228,6-3,215,Nebraska,Lamar Jackson,Bears,CB,2.0,62.0,1.0,53054,24.0
1229,6-3,239,Iowa,Kristian Welch,Ravens,MLB,2.0,63.0,25.0,53059,24.0
1230,6-3,270,Texas State,Aaron Brewer,Titans,LG,2.0,63.0,30.0,53063,24.0
1231,6-3,270,Texas State,Aaron Brewer,Cardinals,TE,10.0,32.0,7.0,53063,32.0
1232,6-0,195,Berry,Mason Kinsey,Titans,WR,2.0,64.0,30.0,53068,24.0
1233,6-3,290,Florida International,Teair Tart,Titans,DT,2.0,70.0,30.0,53073,25.0
1234,6-3,215,Indiana,Nick Westbrook-Ikhine,Titans,WR,2.0,70.0,30.0,53074,25.0
1235,6-1,255,Toledo,Reggie Gilliam,Bills,FB,2.0,68.0,3.0,53079,25.0
1237,6-2,204,Tennessee,Marquez Callaway,Saints,WR,2.0,74.0,27.0,53098,24.0
1239,5-10,190,San Diego,Michael Bandy,Chargers,WR,1.0,62.0,8.0,53244,24.0
1240,6-4,245,Eastern Kentucky,Aaron Patrick,Broncos,LOLB,2.0,61.0,4.0,53315,25.0
1241,6-6,220,Clemson,Trevor Lawrence,Jaguars,QB,1.0,76.0,17.0,53430,22.0
1242,6-2,208,Brigham Young,Zach Wilson,Jets,QB,1.0,73.0,18.0,53431,23.0
1243,6-4,226,North Dakota State,Trey Lance,49ers,QB,1.0,72.0,15.0,53432,22.0
1244,6-6,250,Florida,Kyle Pitts,Falcons,TE,1.0,87.0,14.0,53433,21.0
1245,6-1,200,Louisiana State,Ja'Marr Chase,Bengals,WR,1.0,87.0,2.0,53434,22.0
1246,5-10,182,Alabama,Jaylen Waddle,Dolphins,WR,1.0,84.0,12.0,53435,23.0
1247,6-6,325,Oregon,Penei Sewell,Lions,RT,1.0,80.0,19.0,53436,21.0
1248,6-1,200,South Carolina,Jaycee Horn,Panthers,CB,1.0,75.0,21.0,53437,22.0
1250,6-1,165,Alabama,DeVonta Smith,Eagles,WR,1.0,83.0,13.0,53439,23.0
1251,6-3,223,Ohio State,Justin Fields,Bears,QB,1.0,74.0,1.0,53440,23.0
1252,6-3,245,Penn State,Micah Parsons,Cowboys,ROLB,1.0,88.0,11.0,53441,23.0
1253,6-3,305,Northwestern,Rashawn Slater,Chargers,LT,1.0,84.0,8.0,53442,23.0
1254,6-4,310,Southern California,Alijah Vera-Tucker,Jets,RG,1.0,74.0,18.0,53443,23.0
1255,6-3,214,Alabama,Mac Jones,Patriots,QB,1.0,78.0,22.0,53444,23.0
1256,6-4,260,Tulsa,Zaven Collins,Cardinals,MLB,1.0,73.0,7.0,53445,23.0
1257,6-5,266,Miami,Jaelan Phillips,Dolphins,ROLB,1.0,76.0,12.0,53447,23.0
1258,6-4,234,Kentucky,Jamin Davis,Commanders,MLB,1.0,72.0,26.0,53448,23.0
1259,6-0,193,Florida,Kadarius Toney,Giants,WR,1.0,79.0,16.0,53449,23.0
1260,6-3,265,Michigan,Kwity Paye,Colts,RE,1.0,77.0,10.0,53450,23.0
1261,6-2,207,Virginia Tech,Caleb Farley,Titans,CB,1.0,75.0,30.0,53451,23.0
1262,6-5,314,Virginia Tech,Christian Darrisaw,Vikings,LT,1.0,74.0,31.0,53452,23.0
1263,6-2,230,Alabama,Najee Harris,Steelers,HB,1.0,85.0,29.0,53453,24.0
1266,6-2,210,Minnesota,Rashod Bateman,Ravens,WR,1.0,77.0,25.0,53456,22.0
1267,6-6,270,Houston,Payton Turner,Saints,RE,1.0,70.0,27.0,53457,23.0
1268,6-1,190,Georgia,Eric Stokes,Packers,CB,1.0,78.0,20.0,53458,23.0
1270,6-5,252,Penn State,Odafe Oweh,Ravens,ROLB,1.0,78.0,25.0,53460,23.0
1272,6-2,185,Georgia,Tyson Campbell,Jaguars,CB,1.0,74.0,17.0,53462,22.0
1273,5-9,184,Mississippi,Elijah Moore,Jets,WR,1.0,79.0,18.0,53463,22.0
1274,5-10,220,North Carolina,Javonte Williams,Broncos,HB,1.0,82.0,4.0,53464,22.0
1275,6-1,196,Oregon,Jevon Holland,Dolphins,FS,1.0,83.0,12.0,53465,22.0
1276,6-6,325,Alabama,Landon Dickerson,Eagles,LG,1.0,75.0,13.0,53466,23.0
1277,6-5,310,Alabama,Christian Barmore,Patriots,DT,1.0,77.0,22.0,53467,23.0
1278,6-6,310,Oklahoma State,Teven Jenkins,Bears,LT,1.0,72.0,1.0,53468,24.0
1279,6-0,194,Central Florida,Richie Grant,Falcons,FS,1.0,72.0,14.0,53469,24.0
1280,6-6,308,Notre Dame,Liam Eichenberg,Dolphins,RT,1.0,68.0,12.0,53471,24.0
1281,6-2,202,Texas Christian,Trevon Moehrig,Raiders,FS,1.0,79.0,23.0,53472,23.0
1282,6-1,195,Kentucky,Kelvin Joseph,Cowboys,CB,1.0,72.0,11.0,53473,22.0
1283,6-7,325,Stanford,Walker Little,Jaguars,LT,1.0,68.0,17.0,53474,23.0
1285,6-5,330,Notre Dame,Aaron Banks,49ers,LG,1.0,67.0,15.0,53477,24.0
1286,5-9,180,Purdue,Rondale Moore,Cardinals,WR,1.0,79.0,7.0,53478,22.0
1287,6-2,250,Georgia,Azeez Ojulari,Giants,LOLB,1.0,75.0,16.0,53479,22.0
1289,6-1,215,Notre Dame,Jeremiah Owusu-Koramoah,Browns,ROLB,1.0,78.0,5.0,53481,22.0
1290,6-6,299,North Dakota State,Dillon Radunz,Titans,RT,1.0,66.0,30.0,53482,24.0
1291,6-6,280,Vanderbilt,Dayo Odeyingbo,Colts,LE,1.0,67.0,10.0,53483,22.0
1292,6-5,258,Penn State,Pat Freiermuth,Steelers,TE,1.0,79.0,29.0,53484,23.0
1293,5-9,190,Western Michigan,D'Wayne Eskridge,Seahawks,WR,1.0,72.0,28.0,53485,25.0
1294,5-9,153,Louisville,Tutu Atwell,Rams,WR,1.0,71.0,24.0,53486,22.0
1295,6-0,232,Missouri,Nick Bolton,Chiefs,MLB,1.0,79.0,9.0,53487,22.0
1297,6-3,242,Ohio State,Pete Werner,Saints,ROLB,1.0,76.0,27.0,53489,24.0
1299,6-5,312,Ohio State,Josh Myers,Packers,C,1.0,71.0,20.0,53491,24.0
1300,6-5,316,Oklahoma,Creed Humphrey,Chiefs,C,1.0,86.0,9.0,53492,24.0
1301,6-0,203,Syracuse,Andre Cisco,Jaguars,SS,1.0,71.0,17.0,53494,22.0
1302,6-4,225,Stanford,Davis Mills,Texans,QB,1.0,71.0,32.0,53496,23.0
1303,6-4,253,Texas,Joseph Ossai,Bengals,RE,1.0,67.0,2.0,53498,22.0
1304,6-6,297,Brigham Young,Brady Christensen,Panthers,LG,1.0,67.0,21.0,53499,25.0
